58015,砀山市
58102,亳州市
58118,蒙城市
58122,宿州市
58203,阜阳市
58215,寿县市
58221,蚌埠市
58225,定远市
58236,滁州市
58311,六安市
58314,霍山市
58319,桐城市
58321,合肥市
58326,巢湖市
58336,马鞍山市
58338,芜湖县市
58414,太湖市
58419,东至市
58424,安庆市
58429,铜陵市
58436,宁国市
58437,黄山市
58520,祁门市
58531,屯溪市
54406,延庆市
54416,密云市
54511,北京市
58725,邵武市
58730,武夷山市
58731,浦城市
58734,建阳市
58737,建瓯市
58744,寿宁市
58754,福鼎市
58818,宁化市
58820,泰宁市
58834,南平市
58837,尤溪市
58843,霞浦市
58846,宁德市
58847,福州市
58911,长汀市
58918,上杭市
58921,永安市
58926,漳平市
58927,龙岩市
58931,九仙山市
58933,屏南市
58936,仙游市
58944,平潭市
59113,永定市
59126,漳州市
59133,崇武市
59134,厦门市
59321,东山市
52323,马鬃山市
52418,敦煌市
52424,瓜州市
52436,玉门镇市
52446,鼎新市
52447,金塔市
52533,酒泉市
52546,高台市
52652,张掖市
52661,山丹市
52674,永昌市
52679,武威市
52681,民勤市
52787,乌鞘岭市
52797,景泰市
52884,皋兰市
52895,靖远市
52983,榆中市
52984,临夏市
52986,临洮市
52996,华家岭市
53821,环县市
53915,崆峒市
53923,西峰市
56074,玛曲市
56080,合作市
56093,岷县市
56096,武都市
57014,麦积市
57996,南雄市
59072,连州市
59082,韶关市
59087,佛冈市
59088,英德市
59096,连平市
59097,新丰市
59107,龙川市
59116,大埔市
59117,梅县市
59271,广宁市
59278,高要市
59280,清远市
59287,广州市
59289,东莞市
59293,河源市
59294,增城市
59298,惠阳市
59303,五华市
59304,紫金市
59306,揭西市
59316,汕头市
59317,惠来市
59324,南澳市
59456,信宜市
59462,罗定市
59478,台山市
59485,中山市
59488,珠海市
59493,深圳市
59501,汕尾市
59658,湛江市
59663,阳江市
59664,电白市
59673,上川岛市
59754,徐闻市
57947,融安市
57957,桂林市
59021,凤山市
59023,河池市
59037,都安市
59046,柳州市
59058,蒙山市
59065,贺州市
59209,那坡市
59211,百色市
59218,靖西市
59228,平果市
59242,来宾市
59254,桂平市
59265,梧州市
59417,龙州市
59431,南宁市
59446,灵山市
59453,玉林市
59626,东兴市
59631,防城市
59632,钦州市
59644,北海市
59647,涠洲岛市
56691,威宁市
56693,水城市
56792,普安市
56793,盘县市
57606,桐梓市
57614,习水市
57625,正安市
57647,松桃市
57707,毕节市
57710,仁怀市
57712,汇川市
57718,息烽市
57722,湄潭市
57729,余庆市
57731,思南市
57741,铜仁市
57803,黔西市
57805,织金市
57806,安顺市
57816,贵阳市
57825,凯里市
57827,都匀市
57832,三穗市
57839,黎平市
57840,天柱市
57902,兴仁市
57906,望谟市
57907,兴义市
57910,紫云市
57912,惠水市
57916,罗甸市
57922,独山市
57926,荔波市
57932,榕江市
59758,海口市
59838,东方市
59845,儋州市
59849,琼中市
59855,琼海市
59948,三亚市
59954,陵水市
59981,西沙市
59985,珊瑚市
53399,张北市
53593,蔚县市
53698,石家庄市
53798,邢台市
54308,丰宁市
54311,围场市
54401,张家口市
54405,怀来市
54423,承德市
54429,遵化市
54436,青龙市
54449,秦皇岛市
54518,霸州市
54534,唐山市
54539,乐亭市
54602,保定市
54606,饶阳市
54618,泊头市
54624,黄骅市
54705,南宫市
53898,安阳市
53986,新乡市
57051,三门峡市
57067,卢氏市
57071,孟津市
57077,栾川市
57083,郑州市
57089,许昌市
57091,开封市
57156,西峡市
57178,南阳市
57181,宝丰市
57193,西华市
57285,桐柏市
57290,驻马店市
57297,信阳市
58005,商丘市
58111,永城市
58208,固始市
50136,漠河市
50246,塔河市
50247,呼中市
50349,新林市
50353,呼玛市
50442,加格达奇市
50468,爱辉市
50557,嫩江市
50564,孙吴市
50656,北安市
50658,克山市
50739,龙江市
50742,富裕市
50745,齐齐哈尔市
50756,海伦市
50758,明水市
50774,伊春市
50788,富锦市
50844,泰来市
50853,北林市
50854,安达市
50862,铁力市
50873,佳木斯市
50877,依兰市
50888,宝清市
50950,肇州市
50953,哈尔滨市
50955,双城市
50963,通河市
50968,尚志市
50973,勃利市
50978,鸡西市
50983,虎林市
54094,牡丹江市
54096,绥芬河市
57251,郧西市
57256,十堰市
57259,房县市
57265,老河口市
57278,襄阳市
57279,枣阳市
57355,巴东市
57358,秭归市
57359,兴山市
57378,钟祥市
57381,随州市
57395,大悟市
57399,麻城市
57439,利川市
57445,建始市
57447,恩施市
57458,五峰市
57461,宜昌市
57476,荆州市
57482,孝感市
57483,天门市
57493,江夏市
57494,武汉市
57545,来凤市
57573,监利市
57581,洪湖市
57583,嘉鱼市
57595,通山市
58402,英山市
58407,黄石市
58500,阳新市
57554,桑植市
57562,石门市
57574,南县市
57584,岳阳市
57642,保靖市
57649,吉首市
57655,沅陵市
57662,常德市
57669,安化市
57671,沅江市
57673,湘阴市
57679,马坡岭市
57682,平江市
57687,长沙市
57745,芷江市
57749,怀化市
57752,溆浦市
57758,洞口市
57761,新化市
57766,邵阳市市
57774,双峰市
57776,南岳市
57779,攸县市
57780,株洲市
57841,靖州市
57845,通道市
57853,武冈市
57857,城步市
57866,永州市
57872,衡阳市
57874,常宁市
57889,桂东市
57965,道县市
57972,郴州市
57974,嘉禾市
50936,白城市
50945,大安市
50948,乾安市
50949,前郭市
54041,通榆市
54049,长岭市
54063,扶余市
54064,农安市
54142,双辽市
54157,四平市
54161,长春市
54165,双阳市
54171,永吉市
54181,蛟河市
54186,敦化市
54195,汪清市
54260,辽源市
54263,磐石市
54266,梅河口市
54273,桦甸市
54276,靖宇市
54284,东岗市
54285,二道市
54286,和龙?市
54287,天池市
54292,延吉市
54363,通化?市
54374,临江市
54377,集安市
54386,长白市
58026,邳州市
58027,徐州市
58038,沭阳市
58040,赣榆市
58047,灌云市
58130,睢宁市
58135,泗洪市
58138,盱眙市
58141,淮安市
58143,阜宁市
58150,射阳市
58158,大丰市
58238,南京市
58241,高邮市
58251,东台市
58255,如皋市
58259,南通市
58265,吕泗市
58343,常州市
58345,溧阳市
58354,无锡市
58356,昆山市
58358,东山市
57598,修水市
57696,宜丰市
57789,?莲花市
57793,宜春市
57799,?吉安县市
57894,井冈山市
57896,遂川市
57993,赣县市
58506,庐山市
58507,?武宁市
58519,波阳市
58527,景德镇市
58600,?靖安市
58606,南昌市
58608,樟树市
58622,?德兴市
58626,贵溪市
58634,玉山市
58637,?上饶市
58705,?永丰市
58715,南城市
58718,?南丰市
58806,?宁都市
58813,广昌市
59092,?龙南市
59102,寻乌市
54236,彰武市
54237,阜新市
54243,昌图市
54254,开原市
54259,清原市
54324,朝阳市
54326,建平县市
54333,新民市
54334,义县市
54335,黑山市
54337,锦州市
54339,鞍山市
54342,沈阳市
54346,本溪市
54349,本溪县市
54351,抚顺市
54353,新宾市
54365,桓仁市
54452,建昌市
54454,绥中市
54455,兴城市
54470,大洼市
54471,营口市
54472,海城市
54476,熊岳市
54486,岫岩市
54493,宽甸市
54497,丹东市
54563,瓦房店市
54579,长海市
54584,庄河市
54660,旅顺市
54662,大连市
50425,额尔古纳市市
50434,图里河市
50514,满洲里市
50527,海拉尔市
50548,小二沟市
50603,新巴尔虎右旗市
50618,新巴尔虎左旗市
50632,博克图市
50639,扎兰屯市
50727,阿尔山市
50834,索伦市
50838,乌兰浩特市
50915,东乌珠穆沁市
52267,额济纳旗市
52378,拐子湖市
52495,巴彦诺尔公市
52576,阿右旗市
53068,二连浩特市
53083,那仁宝力格市
53149,满都拉气象站市
53192,阿巴嘎旗市
53195,苏尼特左旗市
53231,海力素市
53276,朱日和市
53336,乌拉特中旗市
53352,达茂旗气象局市
53362,四子王市
53391,化德市
53446,包头市市
53463,呼和浩特市
53480,集宁市
53502,吉兰太市
53513,临河市
53529,鄂托克旗市
53543,东胜市
53602,阿拉善左旗市
54012,西乌珠穆沁市
54026,扎鲁特市
54027,巴林左旗市
54102,锡林浩特市
54115,林西县市
54134,开鲁市
54135,通辽市
54208,多伦县市
54213,翁牛特旗市
54218,赤峰市
54226,宝国吐市
53519,惠农市
53612,吴忠市
53614,银川市
53615,陶乐市
53704,中卫市
53705,中宁市
53723,盐池市
53806,海原市
53810,同心市
53817,固原市
53903,西吉市
53910,六盘山市
51886,茫崖市
52602,冷湖市
52633,托勒市
52645,野牛沟市
52657,祁连市
52707,小灶火市
52713,大柴旦市
52737,德令哈市
52754,刚察市
52765,门源市
52818,格尔木市
52825,诺木洪市
52833,乌兰市
52836,都兰市
52856,共和市
52866,西宁市
52868,贵德市
52876,民和市
52908,五道梁市
52943,兴海市
52955,贵南市
52974,同仁市
56004,沱沱河市
56018,杂多市
56021,曲麻莱市
56029,玉树市
56033,玛多市
56034,清水河市
56043,玛沁市
56046,达日市
56065,河南市
56067,久治市
56125,囊谦市
56151,班玛市
54715,陵县市
54725,惠民市
54727,章丘市
54744,垦利市
54751,长岛市
54753,龙口市
54764,福山市
54774,威海市
54776,成山头市
54808,莘县市
54823,济南市
54826,泰山市
54836,沂源市
54842,平度市
54843,潍坊市
54857,青岛市
54863,海阳市
54909,定陶市
54916,兖州市
54929,费县市
54936,莒县市
54945,日照市
58034,郯城市
53478,右玉市
53487,大同市
53490,天镇市
53564,河曲市
53578,朔州市
53588,五台山市
53594,灵丘市
53663,五寨市
53664,兴县市
53673,原平市
53687,平定市
53764,离石市
53772,太原市
53775,太谷市
53787,榆社市
53853,隰县市
53859,吉县市
53863,介休市
53868,临汾市
53877,安泽市
53882,长治市
53884,襄垣市
53959,盐湖市
53963,侯马市
53968,垣曲市
53975,阳城市
57052,永济市
53646,榆林市
53651,神木市
53725,定边市
53735,靖边市
53738,吴旗市
53740,横山市
53754,绥德市
53845,延安市
53854,延长市
53929,长武市
53942,洛川市
53948,蒲城市
53955,韩城市
57003,陇县市
57025,凤翔市
57028,太白市
57030,永寿市
57034,武功市
57037,耀县市
57046,华山市
57048,秦都市
57049,nan市
57106,略阳市
57124,留坝市
57127,汉中市
57131,泾河市
57134,佛坪市
57143,商县市
57144,镇安市
57154,商南市
57211,宁强市
57232,石泉市
57238,镇巴市
57245,安康市
57343,镇坪市
58362,宝山市
56038,石渠市
56079,若尔盖市
56144,德格市
56146,甘孜市
56152,色达市
56167,道孚市
56172,马尔康市
56173,红原市
56178,小金市
56182,松潘市
56187,温江市
56188,都江堰市
56196,绵阳市
56247,巴塘市
56251,新龙市
56257,理塘市
56287,雅安市
56357,稻城市
56374,康定市
56385,峨眉山市
56386,乐山市
56459,木里市
56462,九龙市
56475,越西市
56479,昭觉市
56485,雷波市
56492,宜宾市
56565,盐源市
56571,西昌市
56666,攀枝花市
56671,会理市
57206,广元市
57237,万源市
57306,阆中市
57313,巴中市
57328,达川市
57405,遂宁市
57411,高坪市
57503,东兴区市
57604,纳溪市
57608,叙永市
54525,宝坻市
54527,天津市
54623,塘沽市
54646,渤海A平台市
55228,狮泉河市
55248,改则市
55279,班戈市
55294,安多市
55299,那曲市
55437,普兰市
55472,申扎市
55493,当雄市
55569,拉孜市
55578,日喀则市
55585,尼木市
55591,拉萨市
55598,泽当市
55655,聂拉木市
55664,定日市
55680,江孜市
55690,错那市
55696,隆子市
55773,帕里市
56106,索县市
56116,丁青市
56137,昌都市
56202,嘉黎市
56223,洛隆市
56227,波密市
56312,林芝市
56331,左贡市
56434,察隅市
51053,哈巴河市
51059,吉木乃市
51060,布尔津市
51068,福海市
51076,阿勒泰市
51087,富蕴市
51133,塔城市
51156,和布克赛尔市
51186,青河市
51232,阿拉山口市
51238,博乐市
51241,托里市
51243,克拉玛依市
51288,北塔山市
51330,温泉市
51334,精河市
51346,乌苏市
51358,乌兰乌苏市
51365,蔡家湖市
51367,呼图壁市
51379,奇台市
51431,伊宁市
51433,尼勒克市
51437,昭苏市
51463,乌鲁木齐市
51467,巴仑台市
51469,乌鲁木齐牧试站市
51470,天池市
51477,达坂城市
51495,十三间房市
51526,库米什市
51542,巴音布鲁克市
51567,焉耆市
51573,吐鲁番市
51581,鄯善市
51628,阿克苏市
51633,拜城市
51639,沙雅市
51642,轮台市
51644,库车市
51655,尉犁市
51656,库尔勒市
51701,吐尔尕特市
51704,阿图什市
51705,乌恰市
51709,喀什市
51711,阿合奇市
51716,巴楚市
51720,柯坪市
51730,阿拉尔市
51747,塔中市
51765,铁干里克市
51777,若羌市
51804,塔什库尔干市
51810,麦盖提市
51811,莎车市
51818,皮山市
51828,和田市
51839,民丰市
51855,且末市
51931,于田市
52101,巴里坤市
52112,淖毛湖市
52118,伊吾市
52203,哈密市
52313,红柳河市
56444,德钦市
56533,贡山市
56543,香格里拉市
56548,维西市
56586,昭通市
56643,六库市
56651,丽江市
56664,华坪市
56684,会泽市
56739,腾冲市
56748,保山市
56751,大理市
56763,元谋市
56768,楚雄市
56778,昆明市
56786,沾益市
56838,瑞丽市
56856,景东市
56875,玉溪市
56886,泸西市
56946,耿马市
56951,临沧市
56954,澜沧市
56959,景洪市
56964,思茅市
56966,元江市
56969,勐腊市
56977,江城市
56985,蒙自市
56986,屏边市
56991,砚山市
59007,广南市
58448,临安市
58450,湖州市
58457,杭州市
58464,平湖市
58467,慈溪市
58472,嵊泗市
58477,定海市
58543,淳安市
58549,金华市
58553,上虞市
58556,嵊州市
58557,义乌市
58562,鄞州市
58569,石浦市
58633,衢州市
58646,丽水市
58652,仙居市
58665,洪家市
58666,大陈市
58667,玉环市
58742,云和市
58752,瑞安市
58760,洞头市
57348,奉节市
57426,梁平市
57432,万州市
57502,大足市
57512,合川市
57516,沙坪坝市
57517,江津市
57520,长寿市
57523,丰都市
57536,黔江市
57612,綦江市
57633,酉阳市
